timestamp,status,source
2026-05-10 18:10:44.486726,NORMAL,EXTERNAL_ATTACKER
2026-05-10 18:10:46.540931,NORMAL,192.168.1.50
2026-05-10 18:10:48.589571,NORMAL,192.168.1.50
2026-05-10 18:10:50.659790,NORMAL,EXTERNAL_ATTACKER
2026-05-10 18:10:52.736437,NORMAL,192.168.1.50
2026-05-10 18:10:54.787217,NORMAL,192.168.1.50
2026-05-10 18:10:56.830388,NORMAL,EXTERNAL_ATTACKER
2026-05-10 18:10:58.865712,NORMAL,192.168.1.50
2026-05-10 18:11:00.919121,NORMAL,192.168.1.50
2026-05-10 18:11:02.969035,NORMAL,192.168.1.50
2026-05-10 18:11:05.008765,NORMAL,192.168.1.50
2026-05-10 18:11:07.047225,NORMAL,EXTERNAL_ATTACKER
2026-05-10 18:11:09.084264,NORMAL,EXTERNAL_ATTACKER
2026-05-10 18:11:11.120009,NORMAL,192.168.1.50
2026-05-10 18:11:13.195559,NORMAL,192.168.1.50
2026-05-10 18:11:15.251105,NORMAL,EXTERNAL_ATTACKER
2026-05-10 18:11:17.303792,NORMAL,192.168.1.50
2026-05-10 18:11:19.361525,NORMAL,192.168.1.50
2026-05-10 18:11:21.428721,NORMAL,192.168.1.50
2026-05-10 18:11:23.482807,NORMAL,192.168.1.50
2026-05-10 18:11:25.546292,NORMAL,192.168.1.50
2026-05-10 18:11:27.616630,NORMAL,192.168.1.50
2026-05-10 18:11:29.689135,NORMAL,192.168.1.50
2026-05-10 18:11:31.742217,NORMAL,192.168.1.50
2026-05-10 18:11:33.782986,NORMAL,EXTERNAL_ATTACKER
2026-05-10 18:11:35.853246,NORMAL,192.168.1.50
2026-05-10 18:11:37.905551,NORMAL,192.168.1.50
2026-05-10 18:11:39.954325,NORMAL,EXTERNAL_ATTACKER
2026-05-10 18:11:42.003749,NORMAL,192.168.1.50
2026-05-10 18:11:44.052371,NORMAL,192.168.1.50
2026-05-10 18:11:46.100237,NORMAL,192.168.1.50
2026-05-10 18:11:48.139547,NORMAL,192.168.1.50
2026-05-10 18:11:50.176248,NORMAL,192.168.1.50
2026-05-10 18:11:52.216759,NORMAL,192.168.1.50
2026-05-10 18:11:54.261120,NORMAL,192.168.1.50
2026-05-10 18:11:56.324073,NORMAL,192.168.1.50
2026-05-10 18:11:58.387614,NORMAL,EXTERNAL_ATTACKER
2026-05-10 18:12:00.448064,NORMAL,EXTERNAL_ATTACKER
2026-05-10 18:12:02.507062,NORMAL,192.168.1.50
2026-05-10 18:12:04.593624,NORMAL,192.168.1.50
2026-05-10 18:12:06.627670,NORMAL,EXTERNAL_ATTACKER
2026-05-10 18:12:08.682835,NORMAL,192.168.1.50
2026-05-10 18:12:10.747353,NORMAL,192.168.1.50
2026-05-10 18:12:12.802558,NORMAL,192.168.1.50
2026-05-10 18:12:14.879563,NORMAL,192.168.1.50
2026-05-10 18:12:16.953237,NORMAL,192.168.1.50
2026-05-10 18:12:19.002398,NORMAL,EXTERNAL_ATTACKER
2026-05-10 18:12:21.044767,NORMAL,192.168.1.50
2026-05-10 18:12:23.092416,NORMAL,192.168.1.50
2026-05-10 18:12:25.142965,NORMAL,192.168.1.50
2026-05-10 18:12:27.192345,NORMAL,192.168.1.50
2026-05-10 18:12:29.238393,NORMAL,192.168.1.50
2026-05-10 18:12:31.286522,NORMAL,192.168.1.50
2026-05-10 18:12:33.342699,NORMAL,192.168.1.50
2026-05-10 18:12:35.399555,NORMAL,192.168.1.50
2026-05-10 18:12:37.469453,NORMAL,192.168.1.50
2026-05-10 18:12:39.543526,NORMAL,192.168.1.50
2026-05-10 18:12:41.612762,NORMAL,192.168.1.50
2026-05-10 18:12:43.685162,NORMAL,192.168.1.50
2026-05-10 18:12:45.759387,NORMAL,192.168.1.50
2026-05-10 18:12:47.808257,NORMAL,EXTERNAL_ATTACKER
2026-05-10 18:12:49.855999,NORMAL,EXTERNAL_ATTACKER
2026-05-10 18:12:51.905703,NORMAL,192.168.1.50
2026-05-10 18:12:53.949655,NORMAL,192.168.1.50
2026-05-10 18:12:56.001463,NORMAL,192.168.1.50
2026-05-10 18:12:58.053220,NORMAL,192.168.1.50
2026-05-10 18:13:00.099792,NORMAL,192.168.1.50
2026-05-10 18:13:02.148423,NORMAL,192.168.1.50
2026-05-10 18:13:04.196782,NORMAL,EXTERNAL_ATTACKER
2026-05-10 18:13:06.249794,NORMAL,192.168.1.50
2026-05-10 18:13:08.314815,NORMAL,192.168.1.50
2026-05-10 18:13:10.377239,NORMAL,EXTERNAL_ATTACKER
2026-05-10 18:13:12.442499,NORMAL,EXTERNAL_ATTACKER
2026-05-10 18:13:14.530062,NORMAL,192.168.1.50
2026-05-10 18:13:16.577290,NORMAL,192.168.1.50
2026-05-10 18:13:18.635329,NORMAL,EXTERNAL_ATTACKER
2026-05-10 18:13:20.703043,NORMAL,EXTERNAL_ATTACKER
2026-05-10 18:13:22.747345,NORMAL,EXTERNAL_ATTACKER
2026-05-10 18:13:24.791992,NORMAL,192.168.1.50
2026-05-10 18:13:26.850860,NORMAL,192.168.1.50
2026-05-10 18:13:28.904788,NORMAL,192.168.1.50
2026-05-10 18:13:30.966498,NORMAL,192.168.1.50
2026-05-10 18:13:33.014658,NORMAL,192.168.1.50
2026-05-10 18:13:35.053362,NORMAL,192.168.1.50
2026-05-10 18:13:37.091853,NORMAL,EXTERNAL_ATTACKER
2026-05-10 18:13:39.132792,NORMAL,192.168.1.50
2026-05-10 18:13:41.165305,NORMAL,192.168.1.50
2026-05-10 18:13:43.201461,NORMAL,192.168.1.50
2026-05-10 18:13:45.233440,NORMAL,192.168.1.50
2026-05-10 18:13:47.267354,NORMAL,192.168.1.50
2026-05-10 18:13:49.310498,NORMAL,192.168.1.50
2026-05-10 18:13:51.353365,NORMAL,192.168.1.50
2026-05-10 18:13:53.412769,NORMAL,192.168.1.50
2026-05-10 18:13:55.474771,NORMAL,192.168.1.50
2026-05-10 18:13:57.527547,NORMAL,EXTERNAL_ATTACKER
2026-05-10 18:13:59.561651,NORMAL,192.168.1.50
2026-05-10 18:14:01.624278,NORMAL,192.168.1.50
2026-05-10 18:14:03.690823,NORMAL,192.168.1.50
2026-05-10 18:14:05.754636,NORMAL,192.168.1.50
2026-05-10 18:14:07.829761,NORMAL,192.168.1.50
2026-05-10 18:14:09.884975,NORMAL,192.168.1.50
2026-05-10 18:14:11.934392,NORMAL,192.168.1.50
2026-05-10 18:14:13.990352,NORMAL,EXTERNAL_ATTACKER
2026-05-10 18:14:16.037140,NORMAL,192.168.1.50
2026-05-10 18:14:18.075951,NORMAL,192.168.1.50
2026-05-10 18:14:20.167081,NORMAL,192.168.1.50
2026-05-10 18:14:22.204047,NORMAL,192.168.1.50
2026-05-10 18:14:24.256939,NORMAL,192.168.1.50
2026-05-10 18:14:26.322432,NORMAL,192.168.1.50
2026-05-10 18:14:28.407529,NORMAL,192.168.1.50
2026-05-10 18:14:30.448383,NORMAL,EXTERNAL_ATTACKER
2026-05-10 18:14:32.505357,NORMAL,192.168.1.50
2026-05-10 18:14:34.538394,NORMAL,192.168.1.50
2026-05-10 18:14:36.574784,NORMAL,192.168.1.50
2026-05-10 18:14:38.632731,NORMAL,192.168.1.50
2026-05-10 18:14:40.691745,NORMAL,EXTERNAL_ATTACKER
2026-05-10 18:14:42.730662,NORMAL,192.168.1.50
2026-05-10 18:14:44.795979,NORMAL,192.168.1.50
2026-05-10 18:14:46.860829,NORMAL,192.168.1.50
2026-05-10 18:14:48.894056,NORMAL,192.168.1.50
2026-05-10 18:14:50.931686,NORMAL,192.168.1.50
2026-05-10 18:14:52.997055,NORMAL,192.168.1.50
2026-05-10 18:14:55.031148,NORMAL,192.168.1.50
2026-05-10 18:14:57.074436,NORMAL,192.168.1.50
2026-05-10 18:14:59.112037,NORMAL,EXTERNAL_ATTACKER
2026-05-10 18:15:01.164293,NORMAL,EXTERNAL_ATTACKER
2026-05-10 18:15:03.230297,NORMAL,192.168.1.50
2026-05-10 18:15:05.302199,NORMAL,EXTERNAL_ATTACKER
2026-05-10 18:15:07.375845,NORMAL,EXTERNAL_ATTACKER
2026-05-10 18:15:09.427674,NORMAL,192.168.1.50
2026-05-10 18:15:11.490183,NORMAL,192.168.1.50
2026-05-10 18:15:13.544559,NORMAL,192.168.1.50
2026-05-10 18:15:15.618448,NORMAL,192.168.1.50
2026-05-10 18:15:17.691109,NORMAL,192.168.1.50
2026-05-10 18:15:19.763940,NORMAL,192.168.1.50
2026-05-10 18:15:21.815044,NORMAL,192.168.1.50
2026-05-10 18:15:23.864585,NORMAL,192.168.1.50
2026-05-10 18:15:25.933681,NORMAL,192.168.1.50
2026-05-10 18:15:27.994756,NORMAL,192.168.1.50
2026-05-10 18:15:30.043121,NORMAL,192.168.1.50
2026-05-10 18:15:32.093641,NORMAL,192.168.1.50
2026-05-10 18:15:34.164731,NORMAL,192.168.1.50
2026-05-10 18:15:36.211860,NORMAL,192.168.1.50
2026-05-10 18:15:38.261530,NORMAL,192.168.1.50
2026-05-10 18:15:40.322754,NORMAL,192.168.1.50
2026-05-10 18:15:42.389535,NORMAL,192.168.1.50
2026-05-10 18:15:44.452131,NORMAL,EXTERNAL_ATTACKER
2026-05-10 18:15:46.498900,NORMAL,192.168.1.50
2026-05-10 18:15:48.555804,NORMAL,192.168.1.50
2026-05-10 18:15:50.620519,NORMAL,EXTERNAL_ATTACKER
2026-05-10 18:15:52.677432,NORMAL,192.168.1.50
2026-05-10 18:15:54.750310,NORMAL,192.168.1.50
2026-05-10 18:15:56.819734,NORMAL,192.168.1.50
2026-05-10 18:15:58.850908,NORMAL,192.168.1.50
2026-05-10 18:16:00.921603,NORMAL,192.168.1.50
2026-05-10 18:16:02.975968,NORMAL,192.168.1.50
2026-05-10 18:16:05.034316,NORMAL,192.168.1.50
2026-05-10 18:16:07.073578,NORMAL,192.168.1.50
2026-05-10 18:16:09.116372,NORMAL,192.168.1.50
2026-05-10 18:16:11.154246,NORMAL,192.168.1.50
2026-05-10 18:16:13.194795,NORMAL,192.168.1.50
2026-05-10 18:16:15.247392,NORMAL,192.168.1.50
2026-05-10 18:16:17.340615,NORMAL,192.168.1.50
2026-05-10 18:16:19.437831,NORMAL,192.168.1.50
2026-05-10 18:16:21.524638,NORMAL,192.168.1.50
2026-05-10 18:16:23.584987,NORMAL,192.168.1.50
2026-05-10 18:16:25.675867,NORMAL,192.168.1.50
2026-05-10 18:16:27.756278,NORMAL,192.168.1.50
2026-05-10 18:16:29.888262,NORMAL,192.168.1.50
2026-05-10 18:16:32.202680,NORMAL,192.168.1.50
2026-05-10 18:16:34.574110,NORMAL,192.168.1.50
2026-05-10 18:16:36.678323,NORMAL,192.168.1.50
2026-05-10 18:16:38.800335,NORMAL,EXTERNAL_ATTACKER
2026-05-10 18:16:40.881163,NORMAL,192.168.1.50
2026-05-10 18:16:42.950803,NORMAL,192.168.1.50
2026-05-10 18:16:45.040353,NORMAL,192.168.1.50
2026-05-10 18:16:47.129622,NORMAL,192.168.1.50
2026-05-10 18:16:49.198116,NORMAL,192.168.1.50
2026-05-10 18:16:51.259423,NORMAL,192.168.1.50
2026-05-10 18:16:53.325484,NORMAL,192.168.1.50
2026-05-10 18:16:55.401052,NORMAL,192.168.1.50
2026-05-10 18:16:57.474295,NORMAL,192.168.1.50
2026-05-10 18:16:59.540354,NORMAL,192.168.1.50
2026-05-10 18:17:01.618236,NORMAL,192.168.1.50
2026-05-10 18:17:03.703496,NORMAL,192.168.1.50
2026-05-10 18:17:05.874236,NORMAL,192.168.1.50
2026-05-10 18:17:07.967359,NORMAL,192.168.1.50
2026-05-10 18:17:10.042873,NORMAL,EXTERNAL_ATTACKER
2026-05-10 18:17:12.120332,NORMAL,192.168.1.50
2026-05-10 18:17:14.226215,NORMAL,EXTERNAL_ATTACKER
2026-05-10 18:17:16.284940,NORMAL,EXTERNAL_ATTACKER
2026-05-10 18:17:18.379810,NORMAL,EXTERNAL_ATTACKER
2026-05-10 18:17:20.465438,NORMAL,192.168.1.50
2026-05-10 18:17:22.548876,NORMAL,192.168.1.50
2026-05-10 18:17:24.623711,NORMAL,192.168.1.50
2026-05-10 18:17:26.670762,NORMAL,192.168.1.50
2026-05-10 18:17:28.729116,NORMAL,192.168.1.50
2026-05-10 18:17:30.793501,NORMAL,192.168.1.50
2026-05-10 18:17:32.834069,NORMAL,192.168.1.50
2026-05-10 18:17:34.885957,NORMAL,192.168.1.50
2026-05-10 18:17:36.918098,NORMAL,192.168.1.50
2026-05-10 18:17:38.955963,NORMAL,192.168.1.50
2026-05-10 18:17:40.994143,NORMAL,192.168.1.50
2026-05-10 18:17:43.033379,NORMAL,192.168.1.50
2026-05-10 18:17:45.064357,NORMAL,192.168.1.50
2026-05-10 18:17:47.122265,NORMAL,192.168.1.50
2026-05-10 18:17:49.175646,NORMAL,192.168.1.50
2026-05-10 18:17:51.243528,NORMAL,192.168.1.50
2026-05-10 18:17:53.322009,NORMAL,EXTERNAL_ATTACKER
2026-05-10 18:17:55.471351,NORMAL,192.168.1.50
2026-05-10 18:17:57.528228,NORMAL,EXTERNAL_ATTACKER
2026-05-10 18:17:59.580125,NORMAL,EXTERNAL_ATTACKER
2026-05-10 18:18:01.629828,NORMAL,EXTERNAL_ATTACKER
2026-05-10 18:18:03.690585,NORMAL,192.168.1.50
2026-05-10 18:18:05.736647,NORMAL,192.168.1.50
2026-05-10 18:18:07.769947,NORMAL,EXTERNAL_ATTACKER
2026-05-10 18:18:09.812765,NORMAL,192.168.1.50
2026-05-10 18:18:11.876429,NORMAL,EXTERNAL_ATTACKER
2026-05-10 18:18:13.949147,NORMAL,192.168.1.50
2026-05-10 18:18:16.002378,NORMAL,192.168.1.50
2026-05-10 18:18:18.032430,NORMAL,EXTERNAL_ATTACKER
2026-05-10 18:18:20.075275,NORMAL,192.168.1.50
2026-05-10 18:18:22.113242,NORMAL,192.168.1.50
2026-05-10 18:18:24.150626,NORMAL,192.168.1.50
